2012,Approvals with conditions enforceable under 12 U.S.C. 1818,1014 (PDF),/topics/licensing/interpretations-and-actions/2012/ca1014.pdf,"Application by CenterBank of Jacksonville, National Association, Jacksonville, Florida to sell substantially all of its assets and liabilities, including all of its deposit liabilities, to FirstAtlantic Bank, Jacksonville, Florida and the application to merge its non-bank affiliate, CenterBank, Inc., Jacksonville (Control Numbers 2011 SO 12 0148 & 0149)",12/01/2011
2012,Approvals with conditions enforceable under 12 U.S.C. 1818,1015 (PDF),/topics/licensing/interpretations-and-actions/2012/ca1015.pdf,"Application by First National Bank of Ordway, Ordway, Colorado to sell substantially all of its assets and liabilities to First National Bank, Las Animas, Colorado and to merge with and into Lindoe, Inc. (Control Numbers 2011 WE 12 0193 & 0203)",12/13/2011
2012,Approvals with conditions enforceable under 12 U.S.C. 1818,1016 (PDF),/topics/licensing/interpretations-and-actions/2012/ca1016.pdf,"Application by Keybank National Association, Cleveland, Ohio, to establish a new national trust bank that will engage solely in fiduciary activities, with the title of Key National Trust Company of Delaware, Wilmington, Delaware (Control Number 2011 CE 01 0008)",12/15/2011
2012,Approvals with conditions enforceable under 12 U.S.C. 1818,1017 (PDF),/topics/licensing/interpretations-and-actions/2012/ca1017.pdf,"Application by Washington Federal, Seattle, Washington to purchase certain assets of and assume certain liabilities of Western National Bank, Phoenix, Arizona (""Failed Entity"") (Control Number R411-0212)",12/16/2011
2012,Approvals with conditions enforceable under 12 U.S.C. 1818,1018 (PDF),/topics/licensing/interpretations-and-actions/2012/ca1018.pdf,"Application by Wells Fargo Bank, NA to acquire Everkey Global Partners, LLC and Everkey Global Focus, LLC as operating subsidiaries and to hold limited equity interests in funds in connection with its investment management activities (Control Number 2011 ML 08 0009)",12/23/2011
2012,Interpretive Letters,1135 (PDF),/topics/licensing/interpretations-and-actions/2012/int1135.pdf,"Letter concludes that a federal savings association through its operating subsidiary may repurchase from customers auction rate securities pursuant to investment authority and auction rate preferred securities pursuant to general lending authority, consistent with OCC guidance and subject to statutory, regulatory, and safety and soundness limitation",01/20/2012
2012,Corporate Decisions,2012-01 (PDF),/topics/licensing/interpretations-and-actions/2012/cd12-01.pdf,"Application by U.S. Bank National Association, Cincinnati, Ohio to purchase certain assets and assume certain liabilities of BankEast, Knoxville, Tennessee (""Failed Entity"") (Control Number 2012 CE 02 003)",01/27/2012
2012,Corporate Decisions,2012-02 (PDF),/topics/licensing/interpretations-and-actions/2012/cd12-02.pdf,"Application by GE Capital Retail Bank, Draper, Utah for the establishment of wholly-owned, second-tier (GE Sales Finance Holding, LLC) and third-tier (GE Sales Finance Master Trust) operating subsidiaries to facilitate the securitization of its credit card receivables (Control Number R1 2011 0147 and 0148)",01/20/2012
2012,Corporate Decisions,2012-03 (PDF),/topics/licensing/interpretations-and-actions/2012/cd12-03.pdf,"Application by CenterState Bank of Florida, National Association, Winter Haven, Florida to purchase certain assets of and assume certain liabilities of First Guaranty Bank & Trust Company of Jacksonville, Jacksonville, Florida (""Failed Entity"") (Control Number 2012 SO 02 0004)",01/27/2012
2012,Approvals with conditions enforceable under 12 U.S.C. 1818,1019 (PDF),/topics/licensing/interpretations-and-actions/2012/ca1019.pdf,"Application by Bank of Communications Co. Ltd., Shanghai, People's Republic of China to establish a limited Federal Branch in San Francisco, California with the title ""Bank of Communications, San Francisco Branch"" (Control Number 2009 IB 10 0001)",11/15/2011
