2009-21,cd09-21.pdf,"Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of California National Bank, Los Angeles, California (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of Citizens National Bank, Teague, Texas (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009 "
2009-22,cd09-22.pdf,"Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of North Houston Bank, Houston, Texas (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of Community Bank of Lemont, Lemont, Illinois (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009"
2009-23,cd09-23.pdf,"Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of Madisonville State Bank, Madisonville, Texas (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of Pacific National Bank, San Francisco, California (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009"
2009-24,cd09-24.pdf,"Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of Park National Bank, Chicago, Illinois (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of San Diego National Bank, San Diego, California (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009"
2009-25,cd09-25.pdf,"Application by Alerus Financial, National Association, Grand Forks, North Dakota, to acquire from the Federal Deposit Insurance Corporation (FDIC) as receiver, the assets and liabilities of Prosperan Bank, Oakdale, Minnesota  (Control Number 2009-CE-02-044), 11/06/2009Application by MB Financial Bank, National Association, Chicago, Illinois, to acquire from the Federal Deposit Insurance Corporation (FDIC) as receiver, the certain assets and assume certain liabilities of Benchmark Bank, Aurora, Illinois  (Control Number 2009-CE-02-048), 12/04/2009"
2009-26,cd09-26.pdf,"Application of City National Bank, Los Angeles, California, to purchase certain assets of and assume certain liabilities of Imperial Capital Bank, La Jolla (San Diego), California (""Failed Entity"")  (Control Number 2009-WE-12-0023), 12/18/200Significant change request to de novo charter application to establish FirstNational Bank of the Gulf Coast, Naples, Florida  (Control Numbers 2007 SO 01 0027), 10/08/2009"
2009-27,cd09-27.pdf,"Application to dispose of substantially all the assets of Spirit of America National Bank, Milford, Ohio, via a purchase and assumption with World Financial Network National Bank, Columbus, Ohio and the merger of Spirit of America National Bank, with and into Fashion Services Corp.  (Control Numbers 2009 WE 12 0241 & 0242), 10/15/2009 Application to merge The Community National Bank, Franklin, Ohio, with and into The National Bank and Trust Company, Wilmington, Ohio, under the charter and title of the latter  (Control Number 2009 CE 02 028), 11/04/2009 "
2009-28,cd09-28.pdf,"Change in Bank Control Notice by BlackRock, Inc., and others to acquireBarclays Global Investors, National Association, San Francisco, California   (Control Number 2009 WE 11 0002), 11/19/2009Amended application by American National Bank, Parma, Ohio, to pre-pay subordinated debt   (Control Number 2009 CE 12 0217), 11/20/2009"
2009-29,cd09-29.pdf,"Application to establish a new national bank, Bond Street Bank, National Association  (Control Number 2009 WO 01 0009), 10/23/2009Application by Republic Federal Bank, National Association, Miami, Florida, for prepayment of subordinated debt   (Control Number 2009 SO 12 0165), 12/01/2009"
2009-30,cd09-30.pdf,"Applications by Brown Brothers Harriman & Co. to establish a new national trust bank, Brown Brothers Harriman Trust Company of Delaware, National Association, Wilmington, Delaware; to merge Brown Brothers Harriman Trust Company of Texas, Dallas, Texas into Brown Brothers Harriman Trust Company of Delaware, National Association; and for a multiple residency waiver for all board members of Brown Brothers Harriman Trust Company of Delaware, National Association  (Control Numbers 2009 NE 01 0011, 2009 NE 02 0010 & 2009 NE 12 0161), 12/16/2009Application by Brown Brothers Harriman Trust Company, National Association, New York, New York, to reduce permanent capital   (Control Number 2009 NE 12 0162), 12/16/2009"
2009-31,cd09-31.pdf,"Application under 12 C.F.R. § 5.46 by Savannah Bank National Association, Savannah, New York, to elect the corporate governance provisions of New York law and complete a reverse stock split in accordance with those provisions   (Control Number 2009 WE 11 0002), 11/19/2009Application by U.S. Bank National Association, Cincinnati, Ohio, to purchase certain assets and assume certain liabilities of Bank USA, National Association, Phoenix, Arizona (""Failed Entity"")  (Control Number 2009-CE-02-043), 10/30/2009"
2009-32,cd09-32.pdf,"Application by The  Huntington National Bank, Columbus, Ohio, to establish six temporary branches  in Michigan to assist the Federal Deposit Insurance Corporation (FDIC) in its  resolution of Citizens State Bank, New Baltimore, Michigan, a state-chartered  bank that was closed by the Michigan state regulators on December 18, 2009 and  placed into receivership  (Control Numbers 2009-CE-05-190 thru 195), 12/18/2009Application by the Federal  Deposit Insurance Corporation (FDIC) to charter a new national bank with the  title of “Deposit Insurance National Bank of Kaysville”, under 12 USC 1821(m),  to assume the insured deposits of Barnes Banking Company, Kaysville, Utah, an  insured bank in default, and to perform other activities  (Control  Number 2010-WO-01-0001), 01/15/2010"
931,ca931.pdf,"Application by Zions First  National Bank, Salt Lake City, Utah, to establish ten temporary branches in  Utah to assist the Federal Deposit Insurance Corporation (FDIC) in its  resolution of Barnes Banking Company, Kaysville, Utah, a state-chartered bank  that was closed by the Utah state regulators on January 15, 2010 and placed  into receivership  (Control Numbers 2010-WE-05-0001 thru 0010), 01/15/2010Acquisition by SCBT,  National Association, Orangeburg, South Carolina, of assets and liabilities  from Community Bank & Trust, Cornelia, Georgia (“Failed Entity”)  (Control  Number 2010-NE-02-003), 01/29/2010"
932,ca932.pdf,"Application by  Sunflower Bank, National Association, Salina, Kansas, to acquire from the  Federal Deposit Insurance Corporation (“FDIC”) as receiver, the deposits and  certain assets of Bank of Leeton, Leeton, Missouri   (Control  Number 2010-WE-02-0001), 01/22/2010Application to merge  Wachovia Bank, National Association, Charlotte, North Carolina and Wachovia  Bank of Delaware, National Association, Wilmington, Delaware with and into  Wells Fargo Bank, National Association, Sioux Falls, South Dakota  (Control Number 2009 ML 02 0012), 11/24/2009"
933,ca933.pdf,"Application to  establish a new national trust bank, which will engage solely in fiduciary  activities, with the title of Barclays Wealth Trustees (U.S.), National Association  (Control Numbers 2009 WE 01 0006; 12 0205 & 0206),  01/12/2010Application of CenterState Bank of Florida, National Association, Winter  Haven, Florida, to purchase certain assets and assume certain liabilities of RBC  Bank, Georgia,  National Association, Atlanta,   Georgia  (Control Number 2009 SO 02 0009), 01/22/2010"
